product_id,total_sold,jumlah_penjualan,avg_rating,total_revenue,category,stok_level_orig,jumlah_penjualan_orig,jumlah_penjualan_log,stok_level_log,jumlah_penjualan_rank,stok_level_rank
001795ec6f1b187d37335e1c4704762e,9,7,3.2222222222222223,350.09999999999997,consoles_games,99.22330097087378,0.4434589800443459,11.443250505724372,88.55674949427564,40.971039182282794,59.028960817717206
001b72dfd63e9833e8c02742adf472e3,13,11,3.6923076923076925,454.87,moveis_decoracao,98.44660194174757,1.3303769401330376,18.980726921828623,81.01927307817138,67.21830128985154,32.78169871014846
00210e41887c2a8ef9f791ebc780cc36,7,5,4.428571428571429,233.89,beleza_saude,99.6116504854369,0.0,6.44450448041688,93.55549551958312,10.635191044049646,89.36480895595035
002159fe700ed3521f46cfcf6e941c76,7,7,3.8333333333333335,1418.8999999999999,fashion_calcados,99.6116504854369,0.4434589800443459,6.44450448041688,93.55549551958312,40.971039182282794,59.028960817717206
00250175f79f584c14ab5cecd80553cd,11,7,4.454545454545454,829.89,utilidades_domesticas,98.83495145631068,0.4434589800443459,15.527523396354914,84.47247660364509,40.971039182282794,59.028960817717206
005030ef108f58b46b78116f754d8d38,13,13,4.615384615384615,191.87,perfumaria,98.44660194174757,1.7738359201773837,18.980726921828623,81.01927307817138,73.98393769773668,26.01606230226332
007c63ae4b346920756b5adcad8095de,6,6,5.0,463.95,utilidades_domesticas,99.80582524271844,0.22172949002217296,3.4532035254737137,96.54679647452629,28.376733998539788,71.62326600146021
00878d953636afec00d3e85d55a12e7f,10,10,4.2,1000.0,beleza_saude,99.02912621359224,1.1086474501108647,13.578339687832727,86.42166031216728,62.54563154052081,37.45436845947919
008cff0e5792219fae03e570f980b330,22,20,4.363636363636363,3054.88,esporte_lazer,96.69902912621359,3.325942350332594,30.101648398888404,69.8983516011116,85.79946458992455,14.200535410075446
00905d58c87afcbce21420b3712cacaa,5,5,5.0,799.5,cama_mesa_banho,100.0,0.0,0.0,100.0,10.635191044049646,89.36480895595035
009af1277432f1a05742df69cdf72d1e,7,7,4.0,404.5,brinquedos,99.6116504854369,0.4434589800443459,6.44450448041688,93.55549551958312,40.971039182282794,59.028960817717206
00ab8a8b9fe219511dc3f178c6d79698,8,6,3.375,729.92,unknown,99.41747572815534,0.22172949002217296,9.083018915938034,90.91698108406197,28.376733998539788,71.62326600146021
00ba6d766f0b1d7b78a5ce3e1e033263,16,11,3.6875,737.9,utilidades_domesticas,97.86407766990291,1.3303769401330376,23.330109190598115,76.66989080940189,67.21830128985154,32.78169871014846
00baba5b58e274d0332a0c8a0a66f877,11,11,4.090909090909091,526.9,perfumaria,98.83495145631068,1.3303769401330376,15.527523396354914,84.47247660364509,67.21830128985154,32.78169871014846
00be617b58175bf207fd35910d5097a4,5,5,3.75,244.5,cama_mesa_banho,100.0,0.0,0.0,100.0,10.635191044049646,89.36480895595035
00de7f393d962717eeeb2d7131a40dba,15,11,3.1333333333333333,1524.5,telefonia,98.05825242718447,1.3303769401330376,21.972027876771794,78.02797212322821,67.21830128985154,32.78169871014846
00e32638060f6356e6f00749dc466b5c,7,7,4.142857142857143,699.0,esporte_lazer,99.6116504854369,0.4434589800443459,6.44450448041688,93.55549551958312,40.971039182282794,59.028960817717206
00faa46f36261af8bbf3a4d37fa4841b,10,10,4.6,2800.0,fashion_bolsas_e_acessorios,99.02912621359224,1.1086474501108647,13.578339687832727,86.42166031216728,62.54563154052081,37.45436845947919
00fefaf41156bb4b0d850fb27da97897,5,5,4.8,69.95,esporte_lazer,100.0,0.0,0.0,100.0,10.635191044049646,89.36480895595035
0105b5323d24fc655f73052694dbbb3a,5,5,3.0,649.95,pc_gamer,100.0,0.0,0.0,100.0,10.635191044049646,89.36480895595035
011ae9863bd5b15e528a16dd8ceb4772,7,7,4.428571428571429,4749.3,brinquedos,99.6116504854369,0.4434589800443459,6.44450448041688,93.55549551958312,40.971039182282794,59.028960817717206
0129d1e9b29d3fe6833cc922374cd252,7,7,4.714285714285714,81.64,consoles_games,99.6116504854369,0.4434589800443459,6.44450448041688,93.55549551958312,40.971039182282794,59.028960817717206
013e6676e0e3529e5909ff54370daddf,8,5,3.25,2299.2,informatica_acessorios,99.41747572815534,0.0,9.083018915938034,90.91698108406197,10.635191044049646,89.36480895595035
013ee64977aaa6b2b25475095162e0e9,14,13,4.5,979.8599999999999,cama_mesa_banho,98.25242718446601,1.7738359201773837,20.526269421662395,79.47373057833761,73.98393769773668,26.01606230226332
014a8a503291921f7b004a5215bb3c36,18,18,4.111111111111111,658.74,bebes,97.47572815533981,2.882483370288248,25.821728142367164,74.17827185763284,83.45096130445364,16.549038695546358
0152f69b6cf919bcdaf117aa8c43e5a2,62,55,3.903225806451613,953.8,cama_mesa_banho,88.93203883495146,11.086474501108649,52.67428815005959,47.32571184994041,96.9822341202239,3.017765879776107
015e04445dedbd5da301ef29cbb03f83,5,5,4.4,313.5,cama_mesa_banho,100.0,0.0,0.0,100.0,10.635191044049646,89.36480895595035
016711f78a6a87696645db0a6a834826,19,19,4.526315789473684,1903.7,beleza_saude,97.28155339805825,3.1042128603104215,26.970773902079276,73.02922609792073,84.71647602823072,15.283523971769284
016cae136d358dcdacbd7ac9f1864c09,5,5,2.6,315.0,esporte_lazer,100.0,0.0,0.0,100.0,10.635191044049646,89.36480895595035
017692475c1c954ff597feda05131d73,26,24,3.5384615384615383,366.65,perfumaria,95.92233009708738,4.212860310421286,33.693561228230976,66.30643877176902,89.37697736675591,10.62302263324409
0176bf7839ab4e611dc01cdc3ef6f4e4,8,8,4.5,1631.0,cool_stuff,99.41747572815534,0.6651884700665188,9.083018915938034,90.91698108406197,50.19469457288878,49.80530542711122
01847cb3f55acfd629641e58e38e561e,7,7,4.571428571428571,376.0,ferramentas_jardim,99.6116504854369,0.4434589800443459,6.44450448041688,93.55549551958312,40.971039182282794,59.028960817717206
01c9a70868bec5b748c67fcc26ce5895,16,15,4.25,1642.4,brinquedos,97.86407766990291,2.2172949002217295,23.330109190598115,76.66989080940189,78.57142857142857,21.42857142857143
