product_id,total_sold,jumlah_penjualan,avg_rating,total_revenue,category,stok_level_orig,jumlah_penjualan_orig,jumlah_penjualan_log,stok_level_log,jumlah_penjualan_rank,stok_level_rank,besar_diskon_sebelum,besar_diskon_log,besar_diskon_rank
001795ec6f1b187d37335e1c4704762e,9,7,3.2222222222222223,350.1,consoles_games,99.22330097087378,0.4434589800443459,11.443250505724372,88.55674949427564,40.9710391822828,59.028960817717206,43.33086762212975,28.745679158974657,29.361154501094134
001b72dfd63e9833e8c02742adf472e3,13,11,3.692307692307693,454.87,moveis_decoracao,98.44660194174756,1.3303769401330376,18.980726921828623,81.01927307817138,67.21830128985154,32.78169871014846,43.32365484075854,28.19859564252075,28.589339508154627
00210e41887c2a8ef9f791ebc780cc36,7,5,4.428571428571429,233.89,beleza_saude,99.6116504854369,0.0,6.44450448041688,93.55549551958312,10.635191044049646,89.36480895595035,43.332710978342035,25.833461471601954,42.6521883817756
002159fe700ed3521f46cfcf6e941c76,7,7,3.8333333333333335,1418.9,fashion_calcados,99.6116504854369,0.4434589800443459,6.44450448041688,93.55549551958312,40.9710391822828,59.028960817717206,43.33252291853061,27.29431068173192,26.753502922100736
00250175f79f584c14ab5cecd80553cd,11,7,4.454545454545454,829.89,utilidades_domesticas,98.83495145631068,0.4434589800443459,15.527523396354914,84.47247660364509,40.9710391822828,59.028960817717206,43.32783782133478,25.0,25.000000000000007
005030ef108f58b46b78116f754d8d38,13,13,4.615384615384615,191.87,perfumaria,98.44660194174756,1.7738359201773837,18.980726921828623,81.01927307817138,73.98393769773668,26.01606230226332,43.32077964670786,24.446642824647302,9.08365554390487
007c63ae4b346920756b5adcad8095de,6,6,5.0,463.95,utilidades_domesticas,99.80582524271844,0.2217294900221729,3.4532035254737137,96.54679647452627,28.376733998539788,71.62326600146021,43.33312961274345,40.32708958888603,29.11556219138274
00878d953636afec00d3e85d55a12e7f,10,10,4.2,1000.0,beleza_saude,99.02912621359224,1.1086474501108647,13.578339687832727,86.42166031216728,62.54563154052081,37.45436845947919,43.32835020024221,25.000000000000046,25.000000000000057
008cff0e5792219fae03e570f980b330,22,20,4.363636363636363,3054.88,esporte_lazer,96.6990291262136,3.325942350332594,30.101648398888404,69.8983516011116,85.79946458992455,14.200535410075446,43.29078033499233,9.248653780073123,7.539543686537003
00905d58c87afcbce21420b3712cacaa,5,5,5.0,799.5,cama_mesa_banho,100.0,0.0,0.0,100.0,10.635191044049646,89.36480895595035,43.33333333333332,43.33333333333332,42.6521883817756
009af1277432f1a05742df69cdf72d1e,7,7,4.0,404.5,brinquedos,99.6116504854369,0.4434589800443459,6.44450448041688,93.55549551958312,40.9710391822828,59.028960817717206,43.33252291853061,26.258247185058316,25.948052259168197
00ab8a8b9fe219511dc3f178c6d79698,8,6,3.375,729.92,unknown,99.41747572815534,0.2217294900221729,9.083018915938034,90.91698108406196,28.376733998539788,71.62326600146021,43.33193973459686,28.453156378201594,40.22966029039549
00ba6d766f0b1d7b78a5ce3e1e033263,16,11,3.6875,737.9,utilidades_domesticas,97.86407766990293,1.3303769401330376,23.330109190598115,76.66989080940189,67.21830128985154,32.78169871014846,43.315287906581354,30.618098401339147,28.62060059714742
00baba5b58e274d0332a0c8a0a66f877,11,11,4.090909090909091,526.9,perfumaria,98.83495145631068,1.3303769401330376,15.527523396354914,84.47247660364509,67.21830128985154,32.78169871014846,43.32619611798927,25.486589451869555,25.68585767911172
00be617b58175bf207fd35910d5097a4,5,5,3.75,244.5,cama_mesa_banho,100.0,0.0,0.0,100.0,10.635191044049646,89.36480895595035,43.33333333333332,43.33333333333332,42.6521883817756
00de7f393d962717eeeb2d7131a40dba,15,11,3.1333333333333333,1524.5,telefonia,98.05825242718448,1.3303769401330376,21.972027876771797,78.02797212322821,67.21830128985154,32.78169871014846,43.31835071317271,36.23835162403552,31.60003192206732
00e32638060f6356e6f00749dc466b5c,7,7,4.142857142857143,699.0,esporte_lazer,99.6116504854369,0.4434589800443459,6.44450448041688,93.55549551958312,40.9710391822828,59.028960817717206,43.33252291853061,25.833461471601954,25.263886811267565
00faa46f36261af8bbf3a4d37fa4841b,10,10,4.6,2800.0,fashion_bolsas_e_acessorios,99.02912621359224,1.1086474501108647,13.578339687832727,86.42166031216728,62.54563154052081,37.45436845947919,43.32835020024221,25.000000000000007,25.000000000000007
00fefaf41156bb4b0d850fb27da97897,5,5,4.8,69.95,esporte_lazer,100.0,0.0,0.0,100.0,10.635191044049646,89.36480895595035,43.33333333333332,43.33333333333332,42.6521883817756
0105b5323d24fc655f73052694dbbb3a,5,5,3.0,649.95,pc_gamer,100.0,0.0,0.0,100.0,10.635191044049646,89.36480895595035,43.33333333333332,43.33333333333332,42.6521883817756
011ae9863bd5b15e528a16dd8ceb4772,7,7,4.428571428571429,4749.3,brinquedos,99.6116504854369,0.4434589800443459,6.44450448041688,93.55549551958312,40.9710391822828,59.028960817717206,43.33252291853061,25.833461471601954,25.000000000000007
0129d1e9b29d3fe6833cc922374cd252,7,7,4.714285714285714,81.64,consoles_games,99.6116504854369,0.4434589800443459,6.44450448041688,93.55549551958312,40.9710391822828,59.028960817717206,43.33252291853061,25.833461471601954,25.000000000000007
013e6676e0e3529e5909ff54370daddf,8,5,3.25,2299.2,informatica_acessorios,99.41747572815534,0.0,9.083018915938034,90.91698108406196,10.635191044049646,89.36480895595035,43.33193973459686,28.917133815132765,42.6521883817756
013ee64977aaa6b2b25475095162e0e9,14,13,4.5,979.86,cama_mesa_banho,98.252427184466,1.7738359201773837,20.526269421662395,79.47373057833761,73.98393769773668,26.01606230226332,43.32077964670786,23.105723637439922,9.08365554390487
